date,title,address,url
"April 21, 2026",Noodle Shawty Will Bring Late Night Food and Good Vibes to Downtown Orlando,"28 S Orange Ave, Orlando, FL 32801",https://whatnow.com/orlando/restaurants/noodle-shawty-will-bring-late-night-food-and-good-vibes-to-downtown-orlando/
"April 21, 2026",Smalls Sliders to Open 15 Units in Phoenix,,https://whatnow.com/phoenix/restaurants/smalls-sliders-to-open-15-units-in-phoenix/
"April 21, 2026",Abbott's Frozen Custard is Bringing a New York State Classic to Coconut Creek,"6567 N State Rd 7, Coconut Creek, FL 33073",https://whatnow.com/miami/restaurants/abbotts-frozen-custard-is-bringing-a-new-york-state-classic-to-coconut-creek/
"April 21, 2026",Howell Locals Building New Cafe and Golf Simulator Near Kroger,"120 W Highland Rd, Howell, MI 48855",https://whatnow.com/detroit/restaurants/howell-locals-building-new-cafe-and-golf-simulator-near-kroger/
"April 21, 2026",Popular Rooftop Restaurant in West Hollywood Set to Relaunch After Redesign,"8715 Melrose Ave, West Hollywood, CA 90069",https://whatnow.com/los-angeles/restaurants/popular-rooftop-restaurant-in-west-hollywood-set-to-relaunch-after-redesign/
"April 21, 2026",Bacio di Latte Bringing Second Location To Santa Monica | What Now Los Angeles,"1510 Montana Ave, Santa Monica, CA 90403",https://whatnow.com/los-angeles/restaurants/bacio-di-latte-bringing-second-location-to-santa-monica/
"April 21, 2026",Chipotle’s Top-Selling Limited-Time Chicken Is Back This Month,,https://whatnow.com/news/restaurants/chipotles-top-selling-limited-time-chicken-is-back-this-month/
"April 21, 2026",Naked Farmer to Open in West Palm Beach,"1731 Palm Beach Lakes Blvd, West Palm Beach, FL 33409",https://whatnow.com/miami/restaurants/naked-farmer-to-open-in-west-palm-beach/
"April 21, 2026",New Hollywood Restaurant Brings Roman-Style Pizza to Los Angeles,"1550 N Cahuenga Blvd, Hollywood, CA 90028",https://whatnow.com/los-angeles/restaurants/new-hollywood-restaurant-brings-roman-style-pizza-to-los-angeles/
"April 21, 2026",Restaurant Institute Founder to Open New Oyster Bar in Cleveland Heights,"12395 Cedar Rd, Cleveland, OH 44106",https://whatnow.com/columbus/restaurants/restaurant-institute-founder-to-open-new-oyster-bar-in-cleveland-heights/
"April 21, 2026",Portside Galley Brings Brunch Burritos to Charleston,"655 Meeting St. Charleston, SC 29403",https://whatnow.com/charleston/restaurants/portside-galley-set-to-open-in-charleston-thoughtful-cohesive-and-memorable/
"April 21, 2026",Tech-forward Ballard Sports Park Eyes Seattle Debut,,https://whatnow.com/seattle/restaurants/tech-forward-ballard-sports-park-eyes-seattle-debut-environment-people-want-to-hang-out/
"April 21, 2026",This Coffee Giant’s Latest Collab Is Straight Out of a Cult-Favorite Movie,,https://whatnow.com/news/restaurants/this-coffee-giants-latest-collab-is-straight-out-of-a-cult-favorite-movie/
"April 21, 2026",Paris Baguette Bringing New Location To Alpharetta This Summer | What Now Atlanta,"4119 Lake St, Alpharetta, GA 30009",https://whatnow.com/atlanta/restaurants/paris-baguette-bringing-new-location-to-alpharetta-this-summer/
"April 21, 2026",New ‘Friends and Neighbors' Women-Owned Wine Bar to Debut in Bucktown,"1861 N Milwaukee Ave, Chicago, IL 60647",https://whatnow.com/chicago/restaurants/new-friends-and-neighbors-women-owned-wine-bar-to-debut-in-bucktown/
"April 21, 2026",CT Cantina & Taqueria Expanding To Medley Development | What Now Atlanta,"11650 Johns Creek Pkwy, Johns Creek, GA 30097",https://whatnow.com/atlanta/restaurants/ct-cantina-taqueria-expanding-to-medley-development/
"April 21, 2026",Tabla Bringing Indian Cuisine To Johns Creek | What Now Atlanta,"11650 Johns Creek Pkwy, Johns Creek, GA 30097",https://whatnow.com/atlanta/restaurants/tabla-bringing-indian-cuisine-to-johns-creek/
"April 21, 2026",Friends of Carmela to Open at Pike Place Market,"1904 Pike Pl. Seattle, WA 98101",https://whatnow.com/seattle/restaurants/friends-of-carmela-to-open-at-pike-place-market/
"April 21, 2026",Upscale Dining and Nightlife Spot Unexpectedly Closes at Village on the Parkway,"5100 Belt Line Rd Ste 540, Dallas, TX 75254",https://whatnow.com/dallas/restaurants/upscale-dining-and-nightlife-spot-unexpectedly-closes-at-village-on-the-parkway/
"April 21, 2026",A 27-Year-old Go-To Dining Spot in Sag Harbor Has Officially Closed,"1615 Bridgehampton-Sag Harbor Turnpike, Sag Harbor, NY 11963",https://whatnow.com/new-york/restaurants/a-27-year-old-go-to-dining-spot-in-sag-harbor-has-officially-closed/
"April 21, 2026","Casa Cañita Debuts in Miami Beach, Introducing a Boutique Hotel Experience Inspired by Cuba’s Golden Age | What Now Miami","1200 Ocean Dr, Miami Beach, FL 33139",https://whatnow.com/miami/retail/casa-canita-debuts-in-miami-beach-introducing-a-boutique-hotel-experience-inspired-by-cubas-golden-age/
"April 21, 2026","Culinary Duo Opens Holy City Zoo BBQ in Longwood, Blending Traditional American Barbecue with Globally Inspired Flavors | What Now Orlando","190 S Ronald Reagan Blvd, Longwood, FL 32750",https://whatnow.com/orlando/restaurants/culinary-duo-opens-holy-city-zoo-bbq-in-longwood-blending-traditional-american-barbecue-with-globally-inspired-flavors/
"April 20, 2026",Highwire Coffee Looking to Expand in East Bay,,https://whatnow.com/san-francisco/restaurants/highwire-coffee-exapanding-in-the-east-bay-area/
"April 20, 2026",Southern Belle’s Taking Over Dearborn's Cafe Space in Sandwich,"220 Indian Springs Dr, Sandwich, IL 60548",https://whatnow.com/chicago/restaurants/southern-belles-taking-over-dearborns-cafe-space-in-sandwich/
"April 20, 2026",ONIGILLY Headed to Stoneridge Shopping Center in Pleasanton in 2026,"1600 Stoneridge Mall Rd, Pleasanton, CA 94588, USA",https://whatnow.com/san-francisco/restaurants/onigilly-headed-to-stoneridge-shopping-center-in-pleasanton-in-2026/
"April 20, 2026",The Playground Café to Reopen at St. Stephen’s Church With New Concept and Weekend Dining,"500 Robinson Rd, Sebastopol, CA 95472, USA",https://whatnow.com/san-francisco/restaurants/the-playground-cafe-to-reopen-at-st-stephens-church-with-new-concept-and-weekend-dining/
"April 20, 2026",Bacio di Latte to Open New Location at Bella Terra in Huntington Beach,"7821 Edinger Ave, Huntington Beach, CA 92647, USA",https://whatnow.com/orange-county/restaurants/bacio-di-latte-to-open-first-california-location-at-bella-terra-in-huntington-beach/
"April 20, 2026",Old Town La Verne Restaurant Chase’s Expanding To Glendora | What Now Los Angeles,"216 N Glendora Ave, Glendora, CA 91741",https://whatnow.com/los-angeles/restaurants/old-town-la-verne-restaurant-chases-expanding-to-glendora/
"April 20, 2026",PCC Community Markets to Debut Madison Valley Store,"2925 E Madison St. Seattle, WA 98112",https://whatnow.com/seattle/restaurants/pcc-community-markets-to-debut-madison-valley-store-this-fall/
"April 20, 2026",Saints + Council and Other Atlanta Restaurant Openings We Uncovered Last Week (April 13-17),,https://whatnow.com/atlanta/restaurants/saints-council-and-other-atlanta-restaurant-openings-we-uncovered-last-week-april-13-17/
"April 20, 2026",Mediterranean Fast-Casual Chain With 400+ Locations Opens in League City,"2915 Gulf Fwy S, League City, TX 77573",https://whatnow.com/houston/restaurants/mediterranean-fast-casual-chain-with-400-locations-opens-in-league-city/
"April 20, 2026",The Nest Cafe Planning Expansion To Johns Creek | What Now Atlanta,"11650 Johns Creek Pkwy, Johns Creek, GA 30097",https://whatnow.com/atlanta/restaurants/the-nest-cafe-planning-first-expansion-to-johns-creek/
"April 20, 2026",Luxury Yemeni Coffee Shop to Debut in Bethlehem,"502 E 3rd St. Bethlehem, PA 18015",https://whatnow.com/philadelphia/restaurants/yemeni-coffee-shop-to-debut-in-bethlehem-luxury-high-end-environment/
"April 20, 2026",Dunkin' and Baskin-Robbins Franchise Plans to Relocate Skokie Shop,"8357 Skokie Blvd, Skokie, IL 60077",https://whatnow.com/chicago/restaurants/dunkin-and-baskin-robbins-franchise-plans-to-relocate-skokie-shop/
"April 20, 2026",Pickleball-Focused Social Entertainment Complex Is Coming to Brentwood This May,"330 Franklin Rd, Brentwood, TN 37027",https://whatnow.com/nashville/restaurants/pickleball-focused-social-entertainment-complex-is-coming-to-brentwood-this-may/
"April 20, 2026",Dave & Buster’s to Open in King of Prussia This Spring,"310 Goddard Blvd., Unit 200 King of Prussia, PA 19406",https://whatnow.com/philadelphia/restaurants/dave-busters-to-open-41000-square-foot-entertainment-hub-in-king-of-prussia/
"April 20, 2026",A Historic Downtown Boston Pub Is Closing After 50 Years of Service,"21 Merchants Row, Boston, MA 02109",https://whatnow.com/boston/restaurants/a-historic-downtown-boston-pub-is-closing-after-50-years-of-service/
"April 20, 2026",New Orleans' TikTok Neighbor is Opening a Brick-and-Mortar in Gulfport,"1307 25th Ave, Gulfport, MS 39501",https://whatnow.com/new-orleans/restaurants/new-orleans-tiktok-neighbor-is-opening-a-brick-and-mortar-in-gulfport/
"April 20, 2026",Chinatown's Beloved Japanese-Italian Spot Serving Final Meals in May,"707 6th St NW, Washington, DC 20001",https://whatnow.com/washington-dc/restaurants/chinatowns-beloved-japanese-italian-spot-serving-final-meals-in-may/
"April 20, 2026",Gwyneth Paltrow’s Clean-Eating Focused Delivery Concept Debuts in Midtown West,"245 W 46th St, New York, NY 10036",https://whatnow.com/new-york/restaurants/gwyneth-paltrows-clean-eating-focused-delivery-concept-debuts-in-midtown-west/
"April 20, 2026",A 30-Year-Old Bay Ridge Steakhouse Known for Dry-Aged Steaks Has Closed,"9404 4th Ave, Brooklyn, NY 11209, United States",https://whatnow.com/new-york/restaurants/a-30-year-old-bay-ridge-steakhouse-known-for-dry-aged-steaks-has-closed/
"April 20, 2026","This Bloomfield Restaurant Went Viral for One Dish, Now It’s Closed","1099 Broad St, Bloomfield, NJ 07003",https://whatnow.com/new-york/restaurants/this-bloomfield-restaurant-went-viral-for-one-dish-now-its-closed/
"April 20, 2026","Broken Shaker NYC Official Rooftop Opening On Wednesday, May 6 | What Now New York","23 Lexington Ave, New York, NY 10010",https://whatnow.com/new-york/restaurants/broken-shaker-nyc-official-rooftop-opening-on-wednesday-may-6/
"April 20, 2026",Graze Craze Opens Charcuterie Shop Near Houston’s Memorial-Galleria Area | What Now Houston,"7925 Katy Fwy, Houston, TX 77024",https://whatnow.com/houston/restaurants/graze-craze-opens-charcuterie-shop-near-houstons-memorial-galleria-area/
"April 19, 2026",Susiecakes to Sweeten the Dallas Dining Scene,"3699 McKinney Ave, Dallas, TX 75204",https://whatnow.com/dallas/restaurants/susiecakes-to-sweeten-the-dallas-dining-scene/
"April 19, 2026",Howdy Home Made Ice Cream Headed to Aubrey,"26564 E University Dr #200, Aubrey, TX 76227",https://whatnow.com/dallas/restaurants/howdy-home-made-ice-cream-headed-to-aubrey/
"April 19, 2026",More Maman Headed to Dallas,"2752 N Haskell Ave. Building D, Dallas, TX 75204",https://whatnow.com/dallas/restaurants/more-maman-headed-to-dallas/
"April 19, 2026",Aura Opening in Memphis,"6700 Winchester Rd #40, Memphis, TN 38115",https://whatnow.com/memphis/restaurants/aura-opening-in-memphis/
"April 19, 2026",Lamis to Bring Sophisticated Dining Experience to Virginia,"5762 Union Mill Rd, Clifton, VA 20124",https://whatnow.com/washington-dc/restaurants/lamis-to-bring-sophisticated-dining-experience-to-virginia/
"April 19, 2026",Frank’s Wild Years Approaches Opening,"1345 S St NW, Washington, DC 20009",https://whatnow.com/washington-dc/restaurants/franks-wild-years-approaches-opening/
"April 19, 2026",Bizzeria Bringing Innovative (Not) Pizzas to Georgetown,"3246 Prospect St NW, Washington, DC 20007",https://whatnow.com/washington-dc/restaurants/bizzeria-bringing-innovative-not-pizzas-to-georgetown/
"April 19, 2026",Sanjay Mandhaiya Readies Next Culinary Adventure,"1539 7th St NW, Washington, DC 20001",https://whatnow.com/washington-dc/restaurants/sanjay-mandhaiya-readies-next-culinary-adventure/
"April 18, 2026",Lao Hu Tong Dumpling House to Take Over Former Macaroni Grill Space in Roseville,"2010 Douglas Blvd, Roseville, CA 95661",https://whatnow.com/sacramento/restaurants/lao-hu-tong-dumpling-house-to-take-over-former-macaroni-grill-space-in-roseville/
"April 17, 2026",Cà Phê Diễm Brewing Brick-and-Mortar Shop in Downtown Sacramento,"1102 Q St, Suite 110, Sacramento, CA 95811",https://whatnow.com/sacramento/restaurants/ca-phe-diem-brewing-brick-and-mortar-shop-in-downtown-sacramento/
"April 17, 2026",Lumis to Light up The Seam,"1444 Oak Lawn Ave, Dallas, TX 75207",https://whatnow.com/dallas/restaurants/lumis-to-light-up-the-seam/
"April 17, 2026",Summer Avenue Sees 7 Brew Progress,"4670 Summer Ave, Memphis, TN 38122",https://whatnow.com/memphis/restaurants/summer-avenue-sees-7-brew-progress/
"April 17, 2026",Team Market Group Announces Eastwood Orlando,"1024 N Mills Ave, Orlando, FL 32803",https://whatnow.com/orlando/restaurants/team-market-group-announces-eastwood-orlando/
"April 17, 2026",Bar Nuestro Bringing European Charm and Vintage Vibes to Navy Yard,"1331 Yards Pl SE, Washington, DC 20003",https://whatnow.com/washington-dc/restaurants/bar-nuestro-bringing-european-charm-and-vintage-vibes-to-navy-yard/
"April 17, 2026",Pup's Pub to Open in Clermont With Fun For Dogs and People,"898 W Montrose St, Clermont, FL 34711",https://whatnow.com/orlando/restaurants/pups-pub-to-open-in-clermont-with-fun-for-dogs-and-people/
"April 17, 2026",Yolo Fill Co. Bringing Farm-Driven Marketplace and Dining Experience to Winters,"411 Railroad Ave, Winters, CA 95694",https://whatnow.com/sacramento/retail/yolo-fill-co-bringing-farm-driven-marketplace-and-dining-experience-to-winters/
